1.807000000000000000e+03,1.930000000000000000e+03
1.808000000000000000e+03,1.927000000000000000e+03
1.808000000000000000e+03,1.927000000000000000e+03
1.842000000000000000e+03,1.928000000000000000e+03
1.842000000000000000e+03,1.928000000000000000e+03
1.866000000000000000e+03,1.929000000000000000e+03
1.866000000000000000e+03,1.929000000000000000e+03
1.867000000000000000e+03,1.930000000000000000e+03
1.867000000000000000e+03,1.930000000000000000e+03
1.905000000000000000e+03,1.930000000000000000e+03
1.905000000000000000e+03,1.930000000000000000e+03
1.906000000000000000e+03,1.926000000000000000e+03
1.906000000000000000e+03,1.926000000000000000e+03
1.915000000000000000e+03,1.927000000000000000e+03
1.915000000000000000e+03,1.927000000000000000e+03
1.978000000000000000e+03,1.928000000000000000e+03
1.978000000000000000e+03,1.928000000000000000e+03
1.981000000000000000e+03,1.930000000000000000e+03
1.981000000000000000e+03,1.930000000000000000e+03
2.035000000000000000e+03,1.930000000000000000e+03
2.035000000000000000e+03,1.930000000000000000e+03
2.037000000000000000e+03,1.928000000000000000e+03
2.037000000000000000e+03,1.928000000000000000e+03
2.268000000000000000e+03,1.927000000000000000e+03
2.268000000000000000e+03,1.927000000000000000e+03
2.553000000000000000e+03,1.926000000000000000e+03
2.553000000000000000e+03,1.926000000000000000e+03
2.587000000000000000e+03,1.926000000000000000e+03
2.587000000000000000e+03,1.926000000000000000e+03
2.631000000000000000e+03,1.927000000000000000e+03
2.631000000000000000e+03,1.927000000000000000e+03
2.653000000000000000e+03,1.925000000000000000e+03
2.653000000000000000e+03,1.925000000000000000e+03
2.682000000000000000e+03,1.924000000000000000e+03
2.682000000000000000e+03,1.924000000000000000e+03
2.718000000000000000e+03,1.924000000000000000e+03
2.718000000000000000e+03,1.924000000000000000e+03
2.719000000000000000e+03,1.925000000000000000e+03
2.719000000000000000e+03,1.925000000000000000e+03
2.755000000000000000e+03,1.925000000000000000e+03
2.755000000000000000e+03,1.925000000000000000e+03
2.756000000000000000e+03,1.924000000000000000e+03
2.756000000000000000e+03,1.924000000000000000e+03
2.771000000000000000e+03,1.924000000000000000e+03
2.771000000000000000e+03,1.924000000000000000e+03
2.772000000000000000e+03,1.921000000000000000e+03
2.772000000000000000e+03,1.921000000000000000e+03
2.842000000000000000e+03,1.921000000000000000e+03
2.842000000000000000e+03,1.921000000000000000e+03
2.843000000000000000e+03,1.923000000000000000e+03
2.843000000000000000e+03,1.923000000000000000e+03
2.875000000000000000e+03,1.923000000000000000e+03
2.875000000000000000e+03,1.923000000000000000e+03
2.877000000000000000e+03,1.920000000000000000e+03
2.877000000000000000e+03,1.920000000000000000e+03
2.948000000000000000e+03,1.921000000000000000e+03
2.948000000000000000e+03,1.921000000000000000e+03
2.988000000000000000e+03,1.921000000000000000e+03
2.988000000000000000e+03,1.921000000000000000e+03
3.083000000000000000e+03,1.921000000000000000e+03
3.083000000000000000e+03,1.921000000000000000e+03
3.083000000000000000e+03,1.923000000000000000e+03
3.083000000000000000e+03,1.923000000000000000e+03
3.187000000000000000e+03,1.922000000000000000e+03
3.187000000000000000e+03,1.922000000000000000e+03
3.195000000000000000e+03,1.922000000000000000e+03
3.195000000000000000e+03,1.922000000000000000e+03
3.200000000000000000e+03,1.923000000000000000e+03
3.200000000000000000e+03,1.923000000000000000e+03
3.201000000000000000e+03,1.925000000000000000e+03
3.201000000000000000e+03,1.925000000000000000e+03
3.241000000000000000e+03,1.925000000000000000e+03
3.241000000000000000e+03,1.925000000000000000e+03
3.242000000000000000e+03,1.924000000000000000e+03
3.242000000000000000e+03,1.924000000000000000e+03
3.252000000000000000e+03,1.924000000000000000e+03
3.252000000000000000e+03,1.924000000000000000e+03
3.253000000000000000e+03,1.921000000000000000e+03
3.253000000000000000e+03,1.921000000000000000e+03
3.279000000000000000e+03,1.921000000000000000e+03
