1.106000000000000000e+03,1.520000000000000000e+03
1.331000000000000000e+03,1.438000000000000000e+03
1.556000000000000000e+03,1.445000000000000000e+03
1.781000000000000000e+03,1.445000000000000000e+03
2.006000000000000000e+03,1.507000000000000000e+03
2.231000000000000000e+03,1.512000000000000000e+03
2.456000000000000000e+03,1.512000000000000000e+03
2.681000000000000000e+03,1.495000000000000000e+03
2.906000000000000000e+03,1.471000000000000000e+03
3.131000000000000000e+03,1.520000000000000000e+03
