1.056000000000000000e+03,1.727000000000000000e+03
1.289000000000000000e+03,1.440000000000000000e+03
1.522000000000000000e+03,1.440000000000000000e+03
1.755000000000000000e+03,1.443000000000000000e+03
1.988000000000000000e+03,1.488000000000000000e+03
2.221000000000000000e+03,1.512000000000000000e+03
2.454000000000000000e+03,1.512000000000000000e+03
2.687000000000000000e+03,1.493000000000000000e+03
2.920000000000000000e+03,1.472000000000000000e+03
3.153000000000000000e+03,1.527000000000000000e+03
3.386000000000000000e+03,1.727000000000000000e+03
